,YORF,NAME,GWEIGHT,t:0,t:10,t:20,t:30,t:40,t:50,t:60,t:70,t:80,t:110,t:120,t:130,t:140,t:150,t:160,row_mean,row_std
1,,,,1.7764942974204672,-1.0285775945957565,-0.7173298915090249,0.1679969083821231,-0.9478837456473449,-0.1716857700483348,-2.2228465590322526,0.012757313262320746,0.5945215385380146,0.9726298593248588,1.0026018603628404,0.5607069732643942,-0.47909090889942807,-0.21318546379323247,0.6928911829703642,,
2,,,,-2.314861112994354,-0.32810607299756905,0.22803434985143597,0.6753373370071402,1.5925915638327612,0.8238092146003135,0.36077827430973924,0.8590398296224224,-0.5992559850427287,-1.0207651290572461,-0.46022087933047745,0.9445998946761155,0.5809696181979198,-0.9867927502859267,-0.35515815238954557,,
3,,,,-0.9793854941154047,-1.5235983613365165,-0.838143521641971,0.6125516994496699,1.3777920808467659,1.3276565715336766,1.3349343067565445,1.1885709650522038,0.6772426792084946,-0.195276910288652,-0.3677861896455175,-0.2163014787102699,-0.4688658455186807,-0.8505426260957458,-1.0788478754945976,,
4,,,,1.2473456025161107,0.6004550674246362,-1.0858039533054171,1.4893478170827055,-0.3691050870889651,-0.6917747065110903,0.8222904307773476,0.27623415175528776,0.32432433541916306,-1.755963932105218,0.13351489701088598,0.8672780219467789,0.5104798850857737,-1.568257086191385,-0.8003654438166137,,
5,,,,-1.9888342881468126,0.7810429930616645,-0.4860285291932772,0.6770425945181671,0.16397396170358067,-1.5728326939728237,-0.9557636626147398,-0.1826940334414102,-0.4860285291932772,1.2386447466530521,-0.04576017535913885,1.2871782659733508,1.021977249687433,0.8521099320663875,-0.304027831742157,,
6,,,,-1.1492363049994903,-1.86201955119259,0.4232783921705942,2.16301001202579,-0.9026335705345789,0.3067332642385473,-0.9718850233637663,-0.024322461481470645,0.5381344602775392,1.0583648864089956,0.7898043742177567,-0.36889066580230506,0.2780192472118109,-0.46685613565822914,0.18849907648139796,,
7,,,,0.41869354489368515,0.15921651665012823,-1.2705548634674313,0.26336035791795026,1.100041387764522,-1.0816838293037536,-1.161115572643618,-1.863645213738419,-0.5450782742966697,1.2606700242962483,0.5316631354214926,0.03918632671433311,-0.054366615441507185,1.4972001044638443,0.7064129707691942,,
8,,,,0.19194004131207618,-1.273756745354861,-1.385813074610743,-0.3832824488681179,0.48029832859721233,-0.012749520128668172,-0.7956497405297639,0.08436596522642967,-0.42810498057047075,0.20986905399301697,-0.8718480444237636,1.0898847597492105,-0.5132677908049417,1.3274441777716808,2.2806700186417177,,
9,,,,1.0367755266024556,-2.3429470757804114,-1.1848863161170924,-0.23062044929111933,1.1728867141544064,0.29374232242541226,0.24911570355592014,0.33688138733258816,0.48563678356422857,0.6276981869654447,-0.10343458551306688,0.06540278920984441,-0.15326764325066666,-1.4757031157499483,1.2227197718920058,,
10,,,,-1.1725770425730446,2.286700095379986,0.7114400121960017,-0.35272236559717485,-0.018485449755092784,1.0321875457843674,0.7114400121960017,-0.4381551198707117,0.041467360261424266,-1.0286902985334039,-0.7723920357127937,-0.9807280505201906,-0.9582457467639968,1.185067211326486,-0.24630612781785724,,
11,,,,2.1724657672596246,1.193320992805313,0.2684691408350832,0.04006443245377166,-1.1225529766019229,-0.478526585756256,0.11682339182781892,0.4556861149181259,0.6728578048544551,-1.489498245804685,0.779571480081789,-0.6882095967292633,-0.6039619583918951,-1.3958897587631638,0.0793799970112104,,
12,,,,-1.8643126624850732,1.1282187330167968,2.046073190076354,0.7371801477606544,-0.8631814696765225,-0.9536996607080371,0.10355281054005266,-0.2476577706622237,-0.08291466298486733,-0.12274266703873385,0.06372480648618614,-0.15170848816881832,0.5398504913119524,0.9290787127474652,-1.2614615102151865,,
13,,,,0.027942362125597323,-0.6834685192916877,-0.06160586071014485,-1.3202558816791876,-2.391103379756604,-0.8165471282281378,0.19335782930828774,0.8040269600353627,-0.1536415341802132,1.2928110096804555,1.3226604172923697,-0.14120428100858234,0.5428446434311148,0.7032852093451529,0.6808981536362173,,
14,,,,0.4683938218404509,-0.7177983243788728,-0.2696812913626839,-0.8201961079413956,-0.3528161255421577,-1.653572128618561,0.06589956367885134,0.06995492144370385,-0.5829576786975306,0.7968778007934941,-0.6620371551121524,-0.10746698076858824,1.2449948338096826,-0.06285804535521183,2.5832628962109703,,
15,,,,0.7410042599803184,0.5837789296757139,-1.4275548689770918,0.2204350261059269,-1.4055049750929094,-0.8782249039494189,-0.10839600007992262,0.5550181985224328,-0.7162061184526006,-1.1773365079435445,0.8378320548630324,-0.17838044588624047,0.9720488002450116,-0.10839600007992262,2.0898825510692114,,
16,,,,-2.383226646274451,-0.46667582723657586,0.26098322812309577,0.21801123666484742,1.6532757513703404,0.2366324329634212,0.3598188084770663,0.8683207073996718,-0.1472506907302636,-1.4435724330540873,-0.8247757560553122,-0.1472506907302636,1.0946398624131126,0.5159503774420355,0.20511963922737275,,
17,,,,-0.2548534967471411,0.5886147017672358,1.9528575387291323,1.0062897625330172,-0.6092075570469728,-0.4241154018388137,-0.7630451158712988,-2.151236279932497,-0.6575101150947164,1.209241687103368,0.7988728956221193,0.29149308419624287,-0.17691995771212646,-0.5142260563480493,-0.29625568935949254,,
18,,,,-0.4153754759489336,0.6414951400439908,-0.837546722919719,-0.7519584746727951,-1.306839589711846,0.5799485345630565,1.05597306132966,0.7636266852952208,-0.183614039684789,-1.7280491709719932,-0.837546722919719,1.5368059166494612,1.4358310170323034,0.3847303953032171,-0.33748055338712574,,
19,,,,0.24420715842949084,-0.1910654432093333,1.0950864309102044,0.7214337457684423,0.010838112972531193,-2.499845718769481,-0.02980481067446806,-0.27497341460958874,1.0623098795819796,1.8056820637061155,-0.4021464337630997,-0.5752066247761275,0.010838112972531193,-0.9881911715117584,0.010838112972531193,,
